sim seed ne n mur mud1 mufv1 mud2 mufv2 ts1 int12 genomesize rrate GSS.He GSS.Dj GSS.WCst GSS.S GSS.thetaW GSS.D GSS.Da GSS.ZZ
135 860528226 8347 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.147896644685 -2.10224008932e-05 2.27323896892e-05 2115 322.043797871 -0.0885953571798 3.36208227841e-06 NA
136 514589319 6241 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.139030720965 0.000997112997954 0.00390638110836 1696 258.244104582 -0.26817851896 0.000544167180241 NA
137 796229235 3717 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136856169476 0.0296564514864 0.148457966268 981 149.373506247 -0.311540892321 0.0219420420144 NA
138 478570392 8293 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.162553787144 -0.000517756625115 -0.00201084848696 2055 312.907803606 0.208546738237 -0.000326543544974 NA
139 135410355 3914 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.164667861833 5.78034508923e-05 0.000121982523726 1189 181.044953035 0.250940295199 2.00878234738e-05 NA
140 138842959 6766 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.168529178059 4.50514419637e-05 -9.80443596795e-05 1760 267.989165132 0.329542076661 -1.65225274094e-05 NA
141 155366099 1830 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.133078203321 -4.23884082874e-05 -0.000253441705057 448 68.2154238517 -0.385497850828 -3.37233040197e-05 NA
142 195981062 7415 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.137770381532 0.0174002347758 0.0787593674368 1936 294.788081645 -0.2938269322 0.0112943617883 NA
143 170308675 7069 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.155754926831 -0.000478006979869 -0.00174742704464 1974 300.574211347 0.0707100337026 -0.000271933375082 NA
144 458577128 1465 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.187952410848 0.00172341212607 0.00524033259544 503 76.5900852621 0.717833883995 0.000987514111311 NA
145 478331708 2364 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.150877173463 0.000636082217255 0.00239114582013 642 97.7551386447 -0.0280102831148 0.000361200081404 NA
146 649126850 3670 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.14273654865 0.0619394362059 0.277857704243 948 144.348709401 -0.192626059171 0.0460408164239 NA
147 299013790 7445 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130228572007 0.0312300389812 0.161552194833 1733 263.877967712 -0.446552801483 0.0228824327929 NA
148 816497597 3891 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152480193579 0.00135117580971 0.00499401842725 869 132.319650284 0.00431570806522 0.000763390311742 NA
149 337607898 1897 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.175650042829 0.000583429155513 0.00232314103006 553 84.203413817 0.470802348932 0.00040853317219 NA
150 442821894 8778 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.123300771517 -0.000379853603527 -0.00194236373999 2042 310.928338181 -0.587197285312 -0.00023926316204 NA
151 672046720 7839 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.182917316069 0.000150185937198 0.000907915703215 2195 334.225123559 0.621465394466 0.00016614873914 NA
152 756240079 4691 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.151767779076 -0.000374020658959 -0.00132867344552 1236 188.201481877 -0.0100947429097 -0.000201516278806 NA
153 301124173 1753 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.105099829169 0.0423960051171 0.262281449395 446 67.9108907095 -0.947539929313 0.0317143554093 NA
154 774307423 9913 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138385950202 -0.000210130547375 -0.00108058815474 2726 415.078672812 -0.281569853392 -0.00014945766986 NA
155 815357416 5489 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.141353245086 0.0371934244603 0.179553552018 1449 220.63426152 -0.221004837256 0.0278769033227 NA
156 641647521 6447 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136131376512 -0.000196834725032 -0.000671389466344 1529 232.815587208 -0.326813931255 -9.13665778208e-05 NA
157 874584732 9074 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.180798516634 0.0388869490999 0.131740899233 2335 355.542443513 0.57858778028 0.0254936271292 NA
158 217453579 4592 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.185039511404 0.000261961479631 0.000736249621676 1196 182.110819033 0.663177893776 0.000136285314532 NA
159 152032327 7015 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.150096402979 0.0326872777475 0.129971490062 1775 270.273163698 -0.0439769356072 0.0208604900559 NA
160 244729906 6777 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.148420488297 0.000357289478802 0.00146266767209 1621 246.824111749 -0.0779164226921 0.000217248332967 NA
161 607878421 6464 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.118933493232 0.0264417226638 0.170724353594 1837 279.713691106 -0.675538458426 0.0221946817648 NA
162 402312641 1616 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.119735622511 0.017655040433 0.123760560231 411 62.5815607211 -0.65288051236 0.0157933982565 NA
163 738501007 6642 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152050265477 0.0251132594619 0.10309409272 1502 228.704389789 -0.00438094249505 0.016525173136 NA
164 657586909 5050 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.148307883844 0.000353395431809 0.00145625189269 1231 187.440149021 -0.0801160505912 0.000216130612445 NA
165 769870109 8816 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.192628741113 0.000624406229658 0.00209711356419 2570 391.325087721 0.818655587506 0.000404387306183 NA
166 657248132 2859 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.183954592363 -0.000907022659757 -0.00247858887975 850 129.426585433 0.640091879989 -0.000455384865505 NA
167 533972228 8998 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131499285181 -0.000130266531902 -0.000213875086791 2137 325.393662436 -0.421044131672 -2.81214213322e-05 NA
168 484990290 329 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0949731471536 0.0303946776116 0.218518333412 84 12.7903919722 -1.09787982591 0.0232918431443 NA
169 366188499 6803 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152651366427 0.00869414107507 0.0327888035256 1689 257.178238584 0.00779644114305 0.00508846898792 NA
170 433509758 8100 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.147017741983 -0.000105312545606 -0.000143448614969 2277 346.710982389 -0.106432817671 -2.10879827336e-05 NA
171 534490887 5541 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152600972234 0.00150882154249 0.00536545025676 1424 216.827597243 0.00677150162409 0.000820969842189 NA
172 789556934 5580 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.133284570317 0.0336756874416 0.157226924487 1389 211.498267255 -0.3843432044 0.0227390373393 NA
173 867134062 7189 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.154735594943 0.00106558297705 0.00382384636467 1889 287.631552803 0.0500419126717 0.000592815719679 NA
174 459993589 9961 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.120912551542 -4.46197698814e-05 -0.000260545041977 2517 383.254959453 -0.635918346552 -3.14990726373e-05 NA
175 850417151 5352 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125252630197 0.0238327876024 0.135821876059 1451 220.938794663 -0.547059731344 0.0182481932405 NA
176 790125165 2410 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.104476709792 0.00121422615906 0.00675031616567 555 84.5079469592 -0.962232392236 0.000707633211101 NA
177 803599948 5179 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.135013711894 -0.000269715015916 -0.00115860818743 1157 176.17242276 -0.34906962466 -0.00015633765196 NA
178 743542366 8908 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.168288292536 0.0219127977525 0.0784760239264 2472 376.402963753 0.324938293594 0.0137445533696 NA
179 165668853 5990 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.169675523123 -0.000351599129448 -0.00110702592976 1527 232.511054066 0.352611964094 -0.000187731552327 NA
180 617578950 1968 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.113634721909 -1.98970951815e-05 -0.000101250439093 433 65.9314252853 -0.775813488597 -1.15049845066e-05 NA
181 891609976 4895 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143470752775 0.0614863007197 0.275474649806 1120 170.538559629 -0.177935565741 0.0458175217606 NA
182 177869460 1888 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143256783263 0.000142896109552 0.000907022931745 414 63.0383604344 -0.180838427145 0.000129995994465 NA
183 191687184 3976 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.112171152262 0.00108976292068 0.00593098701767 849 129.274318862 -0.809913862613 0.000667259442086 NA
184 280336563 7264 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132997995277 0.0208389601534 0.0987813378973 1729 263.268901428 -0.390433658412 0.0138185150739 NA
185 149074083 4058 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.163074793839 0.000709895476207 0.00271617221196 1240 188.810548161 0.218743898373 0.000443540079429 NA
186 411643120 7859 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.161443410027 -0.000355600596691 -0.00114769108477 2330 354.781110657 0.186092510643 -0.000185181163325 NA
187 143668457 4458 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.154605247687 0.000716549929761 0.00268964522374 1215 185.003883884 0.0473275844459 0.000416391835721 NA
188 633712621 1866 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125804476675 0.000433691674815 0.00327271874496 507 77.1991515465 -0.532337746067 0.000412395805458 NA
189 836158951 1846 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132863721805 0.000345537444087 0.00227404505731 480 73.0879541268 -0.390104549725 0.000302481155779 NA
190 387029389 5545 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.115849993868 -1.35097299582e-05 7.28778894237e-05 1308 199.164674996 -0.737183385593 8.44320993254e-06 NA
191 303742537 4618 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.140907189721 5.48948602934e-05 0.000215898898895 1214 184.851617312 -0.229877952263 3.04249832347e-05 NA
192 459747464 7948 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.144604310685 0.000272448821805 0.00134017772232 2184 332.550191277 -0.155355853147 0.000193925097098 NA
193 188593586 3993 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.15530118088 0.00761122522649 0.0305678074095 1110 169.015893918 0.0613862648065 0.00482071121373 NA
194 770552280 9215 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.119429260513 0.000244343465048 0.00152221345316 2255 343.361117825 -0.665841696973 0.000181934951922 NA
195 817862603 1130 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.123613019259 -0.000103221996247 -0.0001923324711 301 45.8322379004 -0.572464697275 -2.37725170704e-05 NA
196 830217083 640 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.136223792655 0.0051505385623 0.0208020150769 208 31.6714467883 -0.318129145408 0.0028634373792 NA
197 523377269 2908 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.11005732665 0.000821171651867 0.00444515485131 750 114.199928323 -0.851926220446 0.000490308877722 NA
198 380180354 2767 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.132215388471 0.0446414332507 0.222218287761 750 114.199928323 -0.404701113558 0.0330428371859 NA
199 727789492 5291 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.154117305459 -0.000121168576066 -0.000491800902742 1435 218.502529525 0.0374777497892 -7.57764431925e-05 NA
200 521940411 7732 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.137866086405 4.75211818832e-05 0.00173184241517 1935 294.635815074 -0.291886659335 0.000238968745536 NA
201 136032004 9934 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.143676659057 0.0327522993924 0.157286499592 2378 362.08990607 -0.174198397452 0.0245220599423 NA
202 307517678 7871 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.163805382099 -0.000220697119439 -0.000689112941818 2006 305.446741622 0.233905080519 -0.000112841625876 NA
203 530741712 172 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.111943226121 0.00354990260889 0.0216153949459 72 10.963193119 -0.765639370593 0.00244606714126 NA
204 373071714 5263 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.122286709775 0.0630484142701 0.317561654527 1143 174.040690765 -0.606536157843 0.0461416111617 NA
205 660626411 4414 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.107928385364 0.0197755912783 0.125979108673 1118 170.234026487 -0.896934699154 0.0145083029189 NA
206 192470878 7822 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.170422534779 -0.000119668778188 -0.000422577802801 2041 310.77607161 0.368058862093 -7.20016052823e-05 NA
207 608444000 9931 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.171319003951 0.000655699909835 0.00195167598855 2686 408.988009968 0.386469567631 0.000334684966158 NA
208 594009205 1141 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.146757781859 -0.000541905402775 -0.00137700642714 262 39.8938416276 -0.109784293816 -0.000201947715678 NA
209 780138655 4720 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.128042521595 -0.000372223421371 -0.00165423572527 1151 175.258823333 -0.490103215913 -0.000211637902808 NA
210 602682075 3541 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.151124553887 0.0565479334996 0.253031720622 967 147.241774251 -0.023085563546 0.0437620192483 NA
211 651684992 7041 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.157200077449 0.00145485298092 0.00611266006937 1851 281.845423102 0.0999861122591 0.0009638490942 NA
212 113441500 351 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130553903415 0.00106803654331 0.00593377032116 134 20.4037205271 -0.424964694571 0.000776976299408 NA
213 111078798 1349 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131543564794 0.0281210906617 0.151327993686 391 59.5362292992 -0.415636218088 0.0215312836561 NA
214 852197361 256 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138973285486 -0.000600729772743 -0.0024867470514 88 13.3994582566 -0.255376686137 -0.000345163316583 NA
215 184084010 5737 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.163792112211 0.0002434415718 0.000695704487746 1497 227.943056933 0.233429661921 0.000113990459981 NA
216 554794069 3296 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.155208494041 0.000320209175558 0.00137995224065 809 123.183656018 0.0594079173374 0.000214327819567 NA
217 715447134 6440 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138424293492 0.0164111280464 0.0869982344124 1566 238.449450339 -0.280394107472 0.0125889028476 NA
218 789116695 2822 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.183016517197 -0.000358131886609 -0.000956869309293 830 126.381254011 0.621051701815 -0.000175039353394 NA
219 298209543 2020 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.160347900137 0.00108249108951 0.00327705517645 543 82.680748106 0.162681422452 0.00052632915961 NA
220 372331986 2550 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.140384072765 0.00201827563332 0.00864692578446 755 114.961261179 -0.239840219344 0.00121914839096 NA
221 795754626 1150 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.131136528428 0.0227451792173 0.13534474811 318 48.420769609 -0.422534368049 0.0190334510603 NA
222 791249916 978 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125318418226 0.0207019469604 0.115426187863 266 40.502907912 -0.537203510794 0.0153486237579 NA
223 410347179 9649 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.134488631742 8.17430226401e-05 0.00066352618313 2588 394.065886001 -0.360590503537 8.9266269525e-05 NA
224 684336343 4845 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130806887056 0.0011796868108 0.00531395682684 1114 169.624960203 -0.434109190701 0.000696949288632 NA
225 624166791 4931 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.123109932635 -4.26865649613e-05 -0.000112786634228 1147 174.649757049 -0.589890520481 -1.38843739195e-05 NA
226 425272657 5271 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.162261895836 0.00242863969467 0.00896629725007 1404 213.782265821 0.202391152869 0.0014614237498 NA
227 439815691 9970 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.121641056052 0.0443941584491 0.247381031588 2447 372.596299476 -0.62110602563 0.0343269690299 NA
228 855362705 452 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0642656429209 0.0284504437581 0.348647743842 118 17.9674553895 -1.71395368664 0.0271222830253 NA
229 281910145 9515 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.15451914099 -0.000499733351937 -0.0017887339832 2448 372.748566047 0.0456836709948 -0.00027614728052 NA
230 756426931 3177 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.154300282965 0.000259226033799 0.000864472839437 775 118.006592601 0.0410563659371 0.000133445939373 NA
231 779579780 5485 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.13013574355 0.0287733515179 0.14275752734 1503 228.85665636 -0.448227403804 0.0200019965095 NA
232 415571954 6585 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.165018274545 -0.000733962484 -0.00262716189488 1691 257.482771726 0.258366619587 -0.000432962417054 NA
233 276801512 2391 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.200662712416 -0.000918794126087 -0.00247413339661 701 106.738866339 0.976328132235 -0.000495854450571 NA
234 211880912 1444 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.123231829574 0.0564733402383 0.300373828299 420 63.951959861 -0.582868814031 0.0435380778894 NA
235 579536190 9343 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.151575467213 0.000376732183909 0.00115990760338 2715 413.40374053 -0.0140190060121 0.000175915303959 NA
236 101817239 7433 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.11517715605 -0.000318981434756 -0.00141487507636 1649 251.08757574 -0.751422293615 -0.000162846372554 NA
237 128671286 4738 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.171122493012 0.000168159706412 0.0006850072265 1301 198.098808998 0.381693607799 0.000117260205716 NA
238 196821377 1755 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.135283151986 0.0273473304314 0.14970232915 492 74.91515298 -0.341549748498 0.0218863131715 NA
239 756537574 231 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.119991347416 0.0123197619861 0.0644921078977 84 12.7903919722 -0.618470925933 0.00799567779373 NA
240 174951096 1916 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.183523623875 0.00181475470322 0.00531579199216 540 82.2239483927 0.629187849347 0.000978166759724 NA
241 278503645 4669 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.184872173003 0.00117008680489 0.00387266198895 1346 204.950804697 0.660111703239 0.000717332950039 NA
242 837934593 6549 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.174589189746 0.0621849489914 0.23585591521 1753 266.923299134 0.452335537241 0.0466675035187 NA
243 168634344 1899 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.164877224423 -0.000272549914448 -0.000490280144239 558 84.9647466725 0.253923826755 -8.08162677195e-05 NA
244 581160322 9681 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.194073930791 0.00376708500814 0.0113967744377 2478 377.31656318 0.847903996565 0.00222446088392 NA
245 456733302 3541 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.152738830316 -0.000482718451584 -0.00186745196021 895 136.278581132 0.00954247048776 -0.000284967013841 NA
246 297227697 4746 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.110976464914 0.0275564642562 0.169242499323 1242 189.115081303 -0.835661887384 0.0205134581927 NA
247 134230458 6677 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.150514015524 0.000851774923051 0.00313499910309 1627 247.737711176 -0.0355048207231 0.000472600247704 NA
248 227713657 8294 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.161705097523 -0.000362732309495 -0.00114516590006 2306 351.126712951 0.191394674588 -0.00018507345923 NA
249 561167280 8914 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.125663324171 1.94844862563e-05 0.000494789553268 2068 314.88726903 -0.539320739772 6.21922475046e-05 NA
250 148720060 9468 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.14528660642 0.000207312850281 0.000815076675576 2298 349.908580382 -0.141538782028 0.000118467883368 NA
251 707368474 6397 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.141083828145 -0.000452322786968 -0.0016895780255 1712 260.680369719 -0.226585945816 -0.000238171435449 NA
252 877999882 3947 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.181004340678 0.00165263297647 0.00514285777261 1093 166.42736221 0.581285896119 0.00093327341189 NA
253 489892833 8136 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.155569725486 0.000868290391231 0.00393349774674 2047 311.689671037 0.0669622599439 0.000613136026984 NA
254 372026830 7586 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.147055426979 -4.93931443886e-05 0.000177659779849 1907 290.372351083 -0.105621668534 2.61281499265e-05 NA
255 271940221 6462 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.130388297022 -0.000133479484279 -0.000497231826154 1583 241.037982047 -0.443189955826 -6.48171368534e-05 NA
256 746984365 5932 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.137882936381 0.000478895073536 0.00269694117221 1646 250.630776027 -0.291407170854 0.000372363030218 NA
257 241594299 6571 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.145656749944 0.0206682525562 0.0882100789509 1735 264.182500854 -0.133934318654 0.0134396647503 NA
258 279140435 7848 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.179071466442 0.000278378624769 0.00125176780069 2217 337.574988123 0.543500921274 0.000224295927089 NA
259 426103761 2328 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.149721901892 0.00032404657218 0.00135987737776 489 74.4583532667 -0.0511719961552 0.000203741611945 NA
260 432691753 5152 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.138064717476 -0.000170849505639 -0.000491339507686 1311 199.621474709 -0.287491759734 -6.78200307413e-05 NA
261 515271778 3607 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.0963854132787 0.01741601688 0.127933547173 786 119.681524883 -1.12822853676 0.0131713446367 NA
262 349182884 7980 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.171880207962 0.000898472050003 0.00288809409576 2217 337.574988123 0.39768965961 0.000497122282591 NA
263 458339753 7380 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.161206240202 8.14084598413e-05 0.000432682419299 2008 305.751274764 0.181217929688 6.97661614861e-05 NA
264 833856827 8440 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.159039464875 0.0322034535593 0.127607394699 2276 346.558715818 0.137336809097 0.0216740290866 NA
265 288430677 3988 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.1362858643 0.000139472301402 0.000604804784607 969 147.546307394 -0.323049167919 8.2451213756e-05 NA
266 418566050 4093 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.1505974933 0.0402973135606 0.165908550991 1153 175.563356476 -0.0337692013947 0.0272393709658 NA
267 360520915 1938 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.114254129175 0.00017702106834 0.00111182591779 488 74.3060866956 -0.764394310594 0.000127101182141 NA
268 168726736 6497 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.128089287915 0.00944576180478 0.056306437579 1708 260.071303435 -0.489879229212 0.00742064288068 NA
269 787019306 3853 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.160358833787 0.0359562146764 0.146790335238 1019 155.159635948 0.163627688272 0.0253985886252 NA
270 249649148 4906 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.148923714545 0.0359734613349 0.137762427442 1103 167.950027921 -0.0676196922894 0.0220297234131 NA
271 266501221 8128 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.174808132438 -0.000386253426432 -0.00137801755111 2511 382.341360026 0.457182891247 -0.000240723229846 NA
272 101926927 2079 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.135050609356 7.71177239565e-05 0.000678885932309 466 70.9562221315 -0.346024835089 9.17150128327e-05 NA
273 163674921 9905 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.169071374873 0.000827266878519 0.00263495423433 2637 401.526947984 0.340865153283 0.000446081564442 NA
274 193587870 720 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.109949218596 0.00169809175627 0.0101877023712 191 29.0829150796 -0.837367520109 0.00112585045647 NA
275 770157194 5888 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.158764004742 0.0130304787768 0.0469836414209 1499 228.247590075 0.131594756995 0.00763829889943 NA
276 439841567 5335 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.168524007158 0.00229657374934 0.00717663561962 1154 175.715623047 0.328925816705 0.00121377990472 NA
277 380170613 9594 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.165436784839 0.000631010952477 0.00246970924532 2836 431.827995633 0.267179039936 0.000409084651042 NA
278 741431010 8894 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.163260490438 0.0516695150826 0.211579211868 2410 366.962436345 0.22295676417 0.0386176308931 NA
279 300522444 6773 100 1e-07 0.5 0 0.5 0.5 25 25 1e+05 1e-08 0.158758122852 -0.000255169409748 -0.000621569544066 1670 254.285173733 0.131522447783 -9.86486323847e-05 NA
